6	144	57	16	16	62005
6	160	57	16	16	62006

6	320	27	16	16	62001
6	336	27	16	16	62002
6	352	27	16	16	62003
6	320	43	16	16	62004
6	336	43	16	16	62005
6	352	43	16	16	62006

6	640	43	16	16	62001
6	656	43	16	16	62002
6	672	43	16	16	62003
6	640	59	16	16	62004
6	656	59	16	16	62005
6	672	59	16	16	62006

6	720	73	16	16	62001
6	736	73	16	16	62002
6	752	73	16	16	62002
6	768	73	16	16	62002
6	784	73	16	16	62003
6	720	89	16	16	62004
6	736	89	16	16	62005
6	752	89	16	16	62005
6	768	89	16	16	62005
6	784	89	16	16	62006

6	1168	41	16	16	62001
6	1184	41	16	16	62002
6	1200	41	16	16	62003
6	1168	57	16	16	62004
6	1184	57	16	16	62005
6	1200	57	16	16	62006

6	1648	41	16	16	62001
6	1664	41	16	16	62002
6	1680	41	16	16	62002
6	1696	41	16	16	62002
6	1712	41	16	16	62003
6	1648	57	16	16	62004
6	1664	57	16	16	62005
6	1680	57	16	16	62005
6	1696	57	16	16	62005
6	1712	57	16	16	62006

6	2320	57	16	16	62001
6	2336	57	16	16	62002
6	2352	57	16	16	62003
6	2320	73	16	16	62004
6	2336	73	16	16	62005
6	2352	73	16	16	62006

#Sky background  (7: Flower, 8: Star, 9: Mushroom)
6	112	-199	16	16	62007
6	224	-167	16	16	62008
6	256	-199	16	16	62009
6	256	-167	16	16	62009
6	288	-151	16	16	62008
6	304	-151	16	16	62007
6	336	-199	16	16	62007
6	368	-167	16	16	62007
6	592	-183	16	16	62007
6	608	-183	16	16	62008
6	672	-215	16	16	62008
6	752	-215	16	16	62007
6	752	-183	16	16	62007
6	800	-215	16	16	62008
6	832	-199	16	16	62009
6	960	-167	16	16	62009
6	1104	-119	16	16	62007
6	1184	-103	16	16	62008
6	1216	-103	16	16	62009
6	1264	-183	16	16	62007
6	1360	-199	16	16	62007
6	1392	-87	16	16	62007
6	1456	-135	16	16	62007
6	1488	-151	16	16	62007
6	1504	-167	16	16	62008
6	1504	-135	16	16	62008
6	1616	-199	16	16	62007
6	1680	-167	16	16	62007
6	1728	-167	16	16	62009
6	1865	-151	16	16	62009
6	1920	-215	16	16	62009
6	1920	-87	16	16	62009
6	1952	-215	16	16	62008
6	2112	-119	16	16	62009
6	2224	-151	16	16	62007
6	2384	-231	16	16	62007
6	2416	-87	16	16	62007
6	2448	-231	16	16	62007

#Dark background
19	2480	-232	21	26

#Hidden brick
1	2079	232	21000
1	2079	248	21000
1	2079	264	21000
1	2079	280	21000
1	2079	296	21000
1	2079	312	21000
1	2079	328	21000
1	2079	344	21000

1	2351	248	21000
1	2303	264	21000
1	2351	232	21000
1	2287	280	21000
1	2271	296	21000
1	2255	312	21000
1	2239	328	21000
1	2223	344	21000

1	2127	200	21000
1	2143	200	21000
1	2159	200	21000
1	2175	200	21000  
1	2191	200	21000  
1	2207	200	21000  
1	2223	200	21000  
1	2239	200	21000  
1	2255	200	21000  
1	2271	200	21000  
1	2287	200	21000
1	2303	200	21000
#Hidden background
19	2075	216	21	9
#Hidden map
5	1967	200	16	16	8	20007	20007	20007	0	0
5	1967	216	16	16	8	20007	20007	20007	0	0
5	1967	232	16	16	8	20007	20007	20007	0	0
5	1967	248	16	16	8	20007	20007	20007	0	0
5	1967	264	16	16	8	20007	20007	20007	0	0
5	1967	280	16	16	8	20007	20007	20007	0	0
5	1967	296	16	16	8	20007	20007	20007	0	0
5	1967	312	16	16	8	20007	20007	20007	0	0
5	1967	328	16	16	8	20007	20007	20007	0	0
5	1967	344	16	16	8	20007	20007	20007	0	0
5	1967	360	16	16	32	20007	20007	20007	0	0
5	1967	376	16	16	32	20007	20007	20007	0	0
5	2223	344	16	16	16	20007	20007	20007	0	0
5	2239	328	16	16	15	20007	20007	20007	0	0
5	2255	312	16	16	14	20007	20007	20007	0	0
5	2271	296	16	16	13	20007	20007	20007	0	0
5	2287	280	16	16	12	20007	20007	20007	0	0
5	2303	264	16	16	11	20007	20007	20007	0	0
5	2351	248	16	16	8	20007	20007	20007	0	0
5	2351	232	16	16	8	20007	20007	20007	0	0
5	2351	216	16	16	8	20007	20007	20007	0	0
5	2351	200	16	16	8	20007	20007	20007	0	0
5	2127	200	16	16	12	20007	20007	20007	0	0
#Hidden chimney
8	2095	200	16	16	2	81003	81001	81001	1	1
8	2111	200	16	16	2	81004	81002	81002	1	1

8	2319	200	16	16	2	81003	81001	81001	1	3
8	2335	200	16	16	2	81004	81002	81002	1	3

#Hidden coin
4	2193	235
4	2209	235
4	2177	251
4	2225	251
4	2225	267
4	2193	283
4	2209	283
4	2225	299
4	2225	315
4	2177	315
4	2193	331
4	2209	331

#Dark bush
6	2577	168	16	16	63001
6	2593	168	16	16	63002
6	2592	152	16	16	63003
6	2592	136	16	16	63003
6	2592	120	16	16	63003
6	2592	104	16	16	63003
6	2592	88	16	16	63001
6	2608	88	16	16	63002
6	2608	104	16	16	63004
6	2608	120	16	16	63001
6	2624	120	16	16	63002
6	2624	136	16	16	63004
6	2624	152	16	16	63001
6	2640	152	16	16	63002
6	2640	168	16	16	63004

6	2753	168	16	16	63001
6	2769	168	16	16	63002
6	2769	152	16	16	63003
6	2769	136	16	16	63001
6	2785	136	16	16	63002
6	2785	152	16	16	63004
6	2785	168	16	16	63004

#Portal 
50	150	100	165	115	2


#Colorbox
#0: pink, 1: blue, 2: green, 3: white
#float x, float y, int widthCells, int heightCells,   int color, bool isPlatform
7	272	105	3	5	1	1
7	240	137	3	3	0	1
7	512	73	4	7	3	1
7	464	105	4	5	0	1
7	400	137	5	3	2	1
7	512	153	6	2	2	1
7	1328	89	7	6	1	1
7	1296	121	7	4	0	1
7	1264	153	7	2	2	1
7	2176	41	3	9	2	1
7	2144	137	3	3	0	1


  

# MARIO
0	20	10

#Flower
13	360	146	3

#Chimney
8	352	137	16	16	3	80001	80003	80003	1	1
8	368	137	16	16	3	80002	80004	80004	1	1

8	1792	152	16	16	2	80001	80003	80003	1	1
8	1808	152	16	16	2	80002	80004	80004	1	1

8	1856	137	16	16	3	80001	80003	80003	1	1
8	1872	137	16	16	3	80002	80004	80004	1	1

8	2256	-119	16	16	12	80001	80003	80003	1	2
8	2272	-119	16	16	12	80002	80004	80004	1	2

8	2256	153	16	16	2	80003	80003	80003	1	1
8	2272	153	16	16	2	80004	80004	80004	1	1

8	2320	153	16	16	2	80001	80003	80003	1	1
8	2336	153	16	16	2	80002	80004	80004	1	1




#COIN
4	1073	89
4	1105	57
4	1137	25
4	1169	-7
4	1201	-39

4	1329	-151
4	1345	-151
4	1361	-151
4	1473	-119
4	1489	-119
4	1537	-97
4	1553	-97
4	1569	-97
4	1585	-97
4	1617	-119
4	1633	-119
4	1649	-119
4	1665	-119
4	1697	-87
4	1729	-119
4	1761	-103
4	1841	-103

#BRICK
1	624	168	21000

1	1504	105	21000
1	1520	105	21000

1	1568	168	21000
1	1584	168	21000
1	1600	168	21000
1	1584	152	21000
1	1600	152	21000
1	1600	136	21000

1	1664	168	21000
1	1680	168	21000
1	1696	168	21000
1	1664	152	21000
1	1680	152	21000
1	1664	136	21000

1	2256	73	21000
1	2272	73	21000
1	2256	137	21000
1	2272	137	21000

1	2223	184	20003
1	2256	184	20001

#[?] Gift Box: x, y, animationId, type(0: coin, 1 : mushroom, 2: leaf)
9	176	121	91000	0
9	192	121	91000	0
9	224	73	91000	0
9	240	73	91000	1
9	416	89	91000	0
9	656	153	91000	2
9	704	121	91000	0
9	1472	137	91000	0
9	1440	-103	91000	0

#Brick Gift Box: x, y, animationId
9	1952	168	91001	0
9	1968	168	91001	0
9	1984	168	91001	0
9	2000	168	91001	0
9	2016	168	91001	0
9	2032	168	91001	0
9	2048	168	91001	0
9	1968	152	91001	0
9	1984	152	91001	0
9	2000	152	91001	0
9	2016	152	91001	0
9	2032	152	91001	0
9	1984	136	91001	0
9	2000	136	91001	0
9	2016	136	91001	0
9	2032	136	91001	0
9	2096	168	91001	0
9	2112	168	91001	0
9	2096	152	91001	0


#Goomba
#2	300	10



#Platform
5	0	184	16	16	39	20001	20002	20003	0	0

5	624	168	16	16	29	20001	20002	20003	0	0
5	624	184	16	16	29	20004	20005	20006	0	0

5	1152	184	16	16	22	20001	20002	20003	0	0
5	1536	184	16	16	5	20001	20002	20003	0	0
5	1664	184	16	16	36	20001	20002	20003	0	0
5	2256	184	16	16	35	20001	20002	20003	0	0

5	1408	-39	16	16	4	20008	20008	20008	0	0
5	1488	-55	16	16	13	20008	20008	20008	0	0


# KOOPAS 

3	590	130	0

# WINGEDGOOMBA
10	1100	10
#GOOMBA
2	224	168
#29	124	150
2	560	168
#2	800	10
#2	900	10
#Transcript
21	125	217

# PIRANHA PLANT
# Format: type x y max_y
#12	300	150	115
# BREAKABLE BRICK
14	64	168

33	64	108	5
